baker_first_name,baker_last_name,series,episode,baker_age,baker_occupation,hometown,technical,result,signature_bake,show_stopper
Flora,Shedden,6,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,Stayed in,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents
Flora,Shedden,6,7,19,Art gallery assistant,"Dunkeld, Perth and Kinross",4,Stayed in,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe"
Flora,Shedden,6,8,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,Stayed in,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne
Flora,Shedden,6,9,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,Eliminated,Passion Fruit and Chocolate Tart,Cocoa Carousel
Frances,Quinn,4,1,31,Children's Clothes Designer,"Market Harborough, Leicestershire",7,Stayed in,Giant Jam Sandwich,Secret Squirrel Cake
Frances,Quinn,4,2,31,Children's Clothes Designer,"Market Harborough, Leicestershire",2,Stayed in,Giant Matchsticks,Sailor's Knot
Frances,Quinn,4,3,31,Children's Clothes Designer,"Market Harborough, Leicestershire",8,Stayed in,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes
Frances,Quinn,4,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",1,Stayed in,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie
Frances,Quinn,4,5,31,Children's Clothes Designer,"Market Harborough, Leicestershire",3,Stayed in,Millionaire Banoffee Bonus,Biscuit Buttons and Beads
Frances,Quinn,4,6,31,Children's Clothes Designer,"Market Harborough, Leicestershire",2,Stayed in,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches
Frances,Quinn,4,7,31,Children's Clothes Designer,"Market Harborough, Leicestershire",5,Star Baker,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers
Frances,Quinn,4,8,31,Children's Clothes Designer,"Market Harborough, Leicestershire",3,Stayed in,'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)"
Frances,Quinn,4,9,31,Children's Clothes Designer,"Market Harborough, Leicestershire",2,Stayed in,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake
Frances,Quinn,4,10,31,Children's Clothes Designer,"Market Harborough, Leicestershire",3,Series Winner,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake
Glenn,Cosby,4,1,37,English Teacher,"Teignmouth, Devon",4,Stayed in,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake
Glenn,Cosby,4,2,37,English Teacher,"Teignmouth, Devon",7,Stayed in,Rosemary and Parmesan Grissini,Harvest Crown
Glenn,Cosby,4,3,37,English Teacher,"Teignmouth, Devon",1,Stayed in,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers
Glenn,Cosby,4,4,37,English Teacher,"Teignmouth, Devon",9,Stayed in,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese)
Glenn,Cosby,4,5,37,English Teacher,"Teignmouth, Devon",2,Stayed in,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter
Glenn,Cosby,4,6,37,English Teacher,"Teignmouth, Devon",5,Stayed in,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen
Glenn,Cosby,4,7,37,English Teacher,"Teignmouth, Devon",3,Eliminated,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille
Helena,Garcia,10,1,40,Online project manager,Leeds,12,Stayed in,NA,NA
Helena,Garcia,10,2,40,Online project manager,Leeds,12,Stayed in,NA,NA
Helena,Garcia,10,3,40,Online project manager,Leeds,8,Stayed in,NA,NA
Helena,Garcia,10,4,40,Online project manager,Leeds,9,Stayed in,NA,NA
Helena,Garcia,10,5,40,Online project manager,Leeds,1,Eliminated,NA,NA
Henry,Bird,10,1,20,Student,Durham,1,Stayed in,NA,NA
Henry,Bird,10,2,20,Student,Durham,6,Stayed in,NA,NA
Henry,Bird,10,3,20,Student,Durham,1,Stayed in,NA,NA
Henry,Bird,10,4,20,Student,Durham,3,Stayed in,NA,NA
Henry,Bird,10,5,20,Student,Durham,3,Stayed in,NA,NA
Henry,Bird,10,6,20,Student,Durham,4,Stayed in,NA,NA
Henry,Bird,10,7,20,Student,Durham,3,Star Baker,NA,NA
Henry,Bird,10,8,20,Student,Durham,5,Eliminated,NA,NA
Holly,Bell,2,1,31,Advertising executive,Leicester,1,Star Baker,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,UNKNOWN
Holly,Bell,2,2,31,Advertising executive,Leicester,4,Stayed in,Pesto Quiche,Milk Chocolate and Pistachio TartsTrifle Tarts
Holly,Bell,2,3,31,Advertising executive,Leicester,6,Stayed in,Picnic Loaf,Stilton and Walnut Rolls
Holly,Bell,2,4,31,Advertising executive,Leicester,3,Star Baker,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)"
Holly,Bell,2,5,31,Advertising executive,Leicester,4,Stayed in,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie
Holly,Bell,2,6,31,Advertising executive,Leicester,3,Stayed in,Father Christmas' Baked Cheesecake,Hansel and Gretel's Croquembouche
Holly,Bell,2,7,31,Advertising executive,Leicester,1,Stayed in,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits"
Holly,Bell,2,8,31,Advertising executive,Leicester,2,Series Runner-up,Banoffee Inspired Mille Feuille,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich
Howard,Middleton,4,1,51,Council Worker,Sheffield,6,Stayed in,Passion Fruit and Coconut Cake,Black Forest Revisited
Howard,Middleton,4,2,51,Council Worker,Sheffield,10,Stayed in,Moroccan Breadsticks,Picasso Sun Bread
Howard,Middleton,4,3,51,Council Worker,Sheffield,7,Stayed in,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits
Howard,Middleton,4,4,51,Council Worker,Sheffield,5,Stayed in,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan
Howard,Middleton,4,5,51,Council Worker,Sheffield,8,Stayed in,Breakfast Traybake,Japanese Pagoda Tea Tower
Howard,Middleton,4,6,51,Council Worker,Sheffield,7,Eliminated,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken
Iain,Watters,5,1,31,Construction Engineer,London/Belfast,4,Stayed in,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
Iain,Watters,5,2,31,Construction Engineer,London/Belfast,11,Stayed in,Za'atar and Fig Biscuits,Wild West Scene
Iain,Watters,5,3,31,Construction Engineer,London/Belfast,9,Stayed in,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip
Iain,Watters,5,4,31,Construction Engineer,London/Belfast,6,Eliminated,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
Ian,Vallance,2,1,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",10,Stayed in,Apple and Cinnamon Cupcakes,UNKNOWN
Ian,Vallance,2,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",2,Stayed in,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",UNKNOWN
Ian,Vallance,2,3,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",10,Eliminated,"Courgette, Caerphilly Cheese and Thyme Loaf",Walnut and Raisin RollsCracked Wheat Logs
Ian,Cumming,6,1,41,Travel photographer,"Great Wilbraham, Cambridgeshire",8,Stayed in,Somewhere West of Madeira Cake,Black Forest Cherry Tree
Ian,Cumming,6,2,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,Star Baker,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture
Ian,Cumming,6,3,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,Star Baker,Wild Garlic Pesto Soda Breads,Flour Power
Ian,Cumming,6,4,41,Travel photographer,"Great Wilbraham, Cambridgeshire",4,Star Baker,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes
Ian,Cumming,6,5,41,Travel photographer,"Great Wilbraham, Cambridgeshire",5,Stayed in,Honey and Flowers Cake,Dessert Island
Ian,Cumming,6,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,Stayed in,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer
Ian,Cumming,6,7,41,Travel photographer,"Great Wilbraham, Cambridgeshire",5,Stayed in,Roadkill Pie,Victoria's Crown Charlotte Russe
Ian,Cumming,6,8,41,Travel photographer,"Great Wilbraham, Cambridgeshire",2,Stayed in,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions
Ian,Cumming,6,9,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,Stayed in,Chocolate and Bay Tart,Chocolate Well
Ian,Cumming,6,10,41,Travel photographer,"Great Wilbraham, Cambridgeshire",2,Series Runner-up,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake
Imelda,McCarron,9,1,33,Countryside recreation officer,County Tyrone,11,Eliminated,NA,NA
James,Morton,3,1,21,Medical student,"Hillswick, Shetland Islands",2,Stayed in,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake"
James,Morton,3,2,21,Medical student,"Hillswick, Shetland Islands",2,Stayed in,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels"
James,Morton,3,3,21,Medical student,"Hillswick, Shetland Islands",1,Star Baker,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart"
James,Morton,3,4,21,Medical student,"Hillswick, Shetland Islands",5,Stayed in,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue"
James,Morton,3,5,21,Medical student,"Hillswick, Shetland Islands",6,Stayed in,Four Pig Wellington,Sweet Potato Pie
James,Morton,3,6,21,Medical student,"Hillswick, Shetland Islands",7,Stayed in,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel"
James,Morton,3,7,21,Medical student,"Hillswick, Shetland Islands",1,Stayed in,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba
James,Morton,3,8,21,Medical student,"Hillswick, Shetland Islands",1,Star Baker,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn
James,Morton,3,9,21,Medical student,"Hillswick, Shetland Islands",1,Star Baker,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest"
James,Morton,3,10,21,Medical student,"Hillswick, Shetland Islands",1,Series Runner-up,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes
James,Hillery,8,1,46,Banker,"Brentwood, Essex",2,Stayed in,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake
James,Hillery,8,2,46,Banker,"Brentwood, Essex",3,Stayed in,Rhubarb and Custard Whirls,'Coppit' Game
James,Hillery,8,3,46,Banker,"Brentwood, Essex",9,Stayed in,Nordic Teacakes,'Owl in the Woods' Bread Sculpture
James,Hillery,8,4,46,Banker,"Brentwood, Essex",2,Stayed in,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake
James,Hillery,8,5,46,Banker,"Brentwood, Essex",7,Eliminated,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine
Jamie,Finn,10,1,20,Part-time waiter,Surrey,13,Stayed in,NA,NA
Jamie,Finn,10,2,20,Part-time waiter,Surrey,11,Eliminated,NA,NA
Jane,Beedle,7,1,61,Garden designer,Beckenham,7,Star Baker,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake
Jane,Beedle,7,2,61,Garden designer,Beckenham,2,Stayed in,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat
Jane,Beedle,7,3,61,Garden designer,Beckenham,9,Stayed in,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre
Jane,Beedle,7,4,61,Garden designer,Beckenham,3,Stayed in,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros
Jane,Beedle,7,5,61,Garden designer,Beckenham,1,Stayed in,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones"
Jane,Beedle,7,6,61,Garden designer,Beckenham,4,Stayed in,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar
Jane,Beedle,7,7,61,Garden designer,Beckenham,4,Stayed in,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses"
Jane,Beedle,7,8,61,Garden designer,Beckenham,5,Stayed in,Tudor Rose Pies,Swans
Jane,Beedle,7,9,61,Garden designer,Beckenham,1,Stayed in,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies
Jane,Beedle,7,10,61,Garden designer,Beckenham,3,Series Runner-up,"Red, White and Blue Meringue Crown",Family Favourites Feast
Janet,Basu,2,1,63,Teacher of Modern Languages,"Formby, Liverpool",8,Stayed in,Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles
Janet,Basu,2,2,63,Teacher of Modern Languages,"Formby, Liverpool",8,Stayed in,Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts
Janet,Basu,2,3,63,Teacher of Modern Languages,"Formby, Liverpool",8,Stayed in,Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls
Janet,Basu,2,4,63,Teacher of Modern Languages,"Formby, Liverpool",4,Stayed in,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons"
Janet,Basu,2,5,63,Teacher of Modern Languages,"Formby, Liverpool",1,Star Baker,Chicken and Chestnut Pie,Rhubarb Meringue Pie
Janet,Basu,2,6,63,Teacher of Modern Languages,"Formby, Liverpool",5,Stayed in,Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche
Janet,Basu,2,7,63,Teacher of Modern Languages,"Formby, Liverpool",4,Eliminated,Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat
Jasminder,Randhawa,1,1,45,Assistant Credit Control Manager,Birmingham,NA,Stayed in,Fresh Mango and Passion Fruit Hummingbird Cake,NA
Jasminder,Randhawa,1,2,45,Assistant Credit Control Manager,Birmingham,2,Stayed in,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs
Jasminder,Randhawa,1,3,45,Assistant Credit Control Manager,Birmingham,5,Stayed in,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots"
Jasminder,Randhawa,1,4,45,Assistant Credit Control Manager,Birmingham,2,Stayed in,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble"
Jasminder,Randhawa,1,5,45,Assistant Credit Control Manager,Birmingham,4,Eliminated,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés"
Jason,White,2,1,19,Civil Engineering Student,Croydon,6,Stayed in,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,UNKNOWN
Jason,White,2,2,19,Civil Engineering Student,Croydon,3,Star Baker,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts
Jason,White,2,3,19,Civil Engineering Student,Croydon,7,Stayed in,Cheese and Onion Tear and Share Loaf,UNKNOWN
Jason,White,2,4,19,Civil Engineering Student,Croydon,1,Star Baker,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)"
Jason,White,2,5,19,Civil Engineering Student,Croydon,7,Eliminated,Brown Down Chicken Pie,Plum Meringue Pie
Jo,Wheatley,2,1,41,Housewife,"Ongar, Essex",NA,NA,Chocolate Orange CupcakesOrange and Cardamom Cupcakes,Chocolate and Strawberry Cake
Jo,Wheatley,2,2,41,Housewife,"Ongar, Essex",NA,NA,"Caramelised Onion, Gruyere and Thyme Quiche",Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust
Jo,Wheatley,2,3,41,Housewife,"Ongar, Essex",NA,NA,"Stromboli flavored with Mozzarella, Ham, and Picante Pepper",Unknown
Jo,Wheatley,2,4,41,Housewife,"Ongar, Essex",NA,NA,Lavender Biscuits,Blueberry MacaronsCoconut MacaronsStrawberry Macarons
Jo,Wheatley,2,5,41,Housewife,"Ongar, Essex",NA,NA,Salmon and Asparagus Pie,Apple and Raspberry Meringue Pie
Jo,Wheatley,2,6,41,Housewife,"Ongar, Essex",NA,NA,Rum and Raisin Baked Cheesecake,Limoncello and White Chocolate Croquembouche
Jo,Wheatley,2,7,41,Housewife,"Ongar, Essex",NA,NA,Raspberry & Strawberry Mousse Cake,Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries
Jo,Wheatley,2,8,41,Housewife,"Ongar, Essex",NA,NA,Raspberry and Blueberry Mille Feuille,"Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse"
Joanne,NA,2,1,NA,NA,NA,11,Stayed in,NA,NA
Joanne,NA,2,2,NA,NA,NA,10,Stayed in,NA,NA
Joanne,NA,2,3,NA,NA,NA,1,Stayed in,NA,NA
Joanne,NA,2,4,NA,NA,NA,8,Stayed in,NA,NA
Joanne,NA,2,5,NA,NA,NA,6,Stayed in,NA,NA
Joanne,NA,2,6,NA,NA,NA,1,Star Baker,NA,NA
Joanne,NA,2,7,NA,NA,NA,3,Stayed in,NA,NA
Joanne,NA,2,8,NA,NA,NA,1,Series Winner,NA,NA
John,Whaite,3,1,22,Law student,Wigan,11,Stayed in,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake
John,Whaite,3,2,22,Law student,Wigan,1,Star Baker,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels"
John,Whaite,3,3,22,Law student,Wigan,6,Stayed in,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart"
John,Whaite,3,4,22,Law student,Wigan,6,Stayed in,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova
John,Whaite,3,5,22,Law student,Wigan,2,Stayed in,Venison and Haggis Wellington,Star-Spangled Pecan Pie
John,Whaite,3,6,22,Law student,Wigan,5,Stayed in,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury
John,Whaite,3,7,22,Law student,Wigan,3,Stayed in,Cherry and Almond Saffron Buns,Marzipan Stollen
John,Whaite,3,8,22,Law student,Wigan,3,Stayed in,Asian Spice Crackers,Gingerbread Roman Coliseum
John,Whaite,3,9,22,Law student,Wigan,2,Stayed in,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion
John,Whaite,3,10,22,Law student,Wigan,2,Series Winner,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake
Jon,Jenkins,9,1,47,Blood courier,Newport,5,Stayed in,NA,NA
Jon,Jenkins,9,2,47,Blood courier,Newport,1,Stayed in,NA,NA
Jon,Jenkins,9,3,47,Blood courier,Newport,2,Stayed in,NA,NA
Jon,Jenkins,9,4,47,Blood courier,Newport,3,Stayed in,NA,NA
Jon,Jenkins,9,5,47,Blood courier,Newport,7,Stayed in,NA,NA
Jon,Jenkins,9,6,47,Blood courier,Newport,2,Stayed in,NA,NA
Jon,Jenkins,9,7,47,Blood courier,Newport,4,Eliminated,NA,NA
Jonathan,Shepherd,1,1,25,Research Analyst,St Albans,9,Stayed in,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry
Jonathan,Shepherd,1,2,25,Research Analyst,St Albans,1,Stayed in,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream
Jonathan,Shepherd,1,3,25,Research Analyst,St Albans,6,Eliminated,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun"
Jordan,Cox,5,1,32,IT Manager,"Sneinton, Nottingham",12,Stayed in,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd
Jordan,Cox,5,2,32,IT Manager,"Sneinton, Nottingham",6,Stayed in,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack
Jordan,Cox,5,3,32,IT Manager,"Sneinton, Nottingham",10,Eliminated,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche
Julia,Chernogorova,8,1,21,Aviation Broker,"Crawley, West Sussex",3,Stayed in,Courgette and Lemon Cake,'Russian Doll' Cake
Julia,Chernogorova,8,2,21,Aviation Broker,"Crawley, West Sussex",4,Stayed in,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game
Julia,Chernogorova,8,3,21,Aviation Broker,"Crawley, West Sussex",2,Star Baker,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture
Julia,Chernogorova,8,4,21,Aviation Broker,"Crawley, West Sussex",9,Stayed in,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake
Julia,Chernogorova,8,5,21,Aviation Broker,"Crawley, West Sussex",3,Stayed in,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine
Julia,Chernogorova,8,6,21,Aviation Broker,"Crawley, West Sussex",7,Eliminated,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie
Karen,Wright,9,1,60,In-store sampling assistant,Wakefield,6,Stayed in,NA,NA
Karen,Wright,9,2,60,In-store sampling assistant,Wakefield,11,Stayed in,NA,NA
Karen,Wright,9,3,60,In-store sampling assistant,Wakefield,5,Stayed in,NA,NA
Karen,Wright,9,4,60,In-store sampling assistant,Wakefield,7,Stayed in,NA,NA
Karen,Wright,9,5,60,In-store sampling assistant,Wakefield,9,Eliminated,NA,NA
Kate,Henry,5,1,41,Furniture Restorer,"Brighton, East Sussex",6,Stayed in,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges
Kate,Henry,5,2,41,Furniture Restorer,"Brighton, East Sussex",4,Stayed in,Parmesan and Apple Biscuits,Tea Time
Kate,Henry,5,3,41,Furniture Restorer,"Brighton, East Sussex",1,Stayed in,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread"
Kate,Henry,5,4,41,Furniture Restorer,"Brighton, East Sussex",7,Stayed in,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska"
Kate,Henry,5,5,41,Furniture Restorer,"Brighton, East Sussex",3,Star Baker,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies"
Kate,Henry,5,6,41,Furniture Restorer,"Brighton, East Sussex",6,Stayed in,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes
Kate,Henry,5,7,41,Furniture Restorer,"Brighton, East Sussex",4,Eliminated,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs
Kate,Barmby,7,1,37,Nurse,"Brooke, Norfolk",4,Stayed in,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake
Kate,Barmby,7,2,37,Nurse,"Brooke, Norfolk",1,Stayed in,"""A Biscuit for the Broads""","""I Promise I will do my best"""
Kate,Barmby,7,3,37,Nurse,"Brooke, Norfolk",8,Stayed in,Cobbled Loaf,The Corn Maiden
Kate,Barmby,7,4,37,Nurse,"Brooke, Norfolk",7,Eliminated,Christmas Dinner Compromise,Hot Cross Bunny Churros
Kate,Lyon,8,1,29,Health and safety inspector,Merseyside,1,Stayed in,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake
Kate,Lyon,8,2,29,Health and safety inspector,Merseyside,8,Stayed in,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game
Kate,Lyon,8,3,29,Health and safety inspector,Merseyside,10,Stayed in,Blueberry Buns,'Kraken' Bread Sculpture
Kate,Lyon,8,4,29,Health and safety inspector,Merseyside,6,Star Baker,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake
Kate,Lyon,8,5,29,Health and safety inspector,Merseyside,8,Stayed in,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine
Kate,Lyon,8,6,29,Health and safety inspector,Merseyside,5,Stayed in,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze
Kate,Lyon,8,7,29,Health and safety inspector,Merseyside,6,Stayed in,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle
